group_id,kernel_name,gpu_id,row_count,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,waves_per_workgroup_static
chunk_group,chunk_local_cumsum_scalar_kernel,all,48,12288,64,0,0,8,0,32,64,1
chunk_group,chunk_local_cumsum_scalar_kernel,all,48,122880,512,0,0,8,0,32,64,8
chunk_group,chunk_local_cumsum_scalar_kernel,all,1920,196608,512,0,0,8,0,32,64,8
chunk_group,chunk_local_cumsum_scalar_kernel,all,2064,221184,512,0,0,8,0,32,64,8
chunk_group,chunk_local_cumsum_scalar_kernel,all,1920,24576,64,0,0,8,0,32,64,1
chunk_group,chunk_local_cumsum_scalar_kernel,all,2112,245760,512,0,0,8,0,32,64,8
chunk_group,chunk_local_cumsum_scalar_kernel,all,1968,270336,512,0,0,8,0,32,64,8
chunk_group,chunk_local_cumsum_scalar_kernel,all,1920,27648,64,0,0,8,0,32,64,1
chunk_group,chunk_local_cumsum_scalar_kernel,all,2016,30720,64,0,0,8,0,32,64,1
chunk_group,chunk_local_cumsum_scalar_kernel,all,2112,33792,64,0,0,8,0,32,64,1
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,0,2064,110592,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,0,2112,122880,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,0,1968,135168,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,0,48,61440,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,0,1920,98304,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,1,1920,110592,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,1,2016,122880,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,1,2112,135168,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,1,48,49152,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,1,1920,98304,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,all,3984,110592,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,all,4128,122880,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,all,4080,135168,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,all,48,49152,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,all,48,61440,256,16384,0,80,0,64,64,4
chunk_group,chunk_scaled_dot_kkt_fwd_kernel,all,3840,98304,256,16384,0,80,0,64,64,4
gqa6,_gqa6,0,16,138240,128,16384,0,204,0,48,64,2
gqa6,_gqa6,0,16,144384,128,8192,0,196,0,32,64,2
gqa6,_gqa6,0,688,147456,128,16384,0,204,0,48,64,2
gqa6,_gqa6,0,16,159744,128,16384,0,204,0,48,64,2
gqa6,_gqa6,0,640,196608,128,16384,0,204,0,48,64,2
gqa6,_gqa6,0,672,196608,128,8192,0,196,0,32,64,2
gqa6,_gqa6,0,16,30720,128,16384,0,204,0,48,64,2
gqa6,_gqa6,0,640,49152,256,32768,0,212,0,48,64,4
gqa6,_gqa6,1,16,129024,128,16384,0,204,0,48,64,2
gqa6,_gqa6,1,656,147456,128,16384,0,204,0,48,64,2
gqa6,_gqa6,1,16,159744,128,8192,0,196,0,32,64,2
gqa6,_gqa6,1,16,18432,128,16384,0,204,0,48,64,2
gqa6,_gqa6,1,688,196608,128,16384,0,204,0,48,64,2
gqa6,_gqa6,1,624,196608,128,8192,0,196,0,32,64,2
gqa6,_gqa6,1,640,49152,256,32768,0,212,0,48,64,4
gqa6,_gqa6,1,16,82944,128,16384,0,204,0,48,64,2
gqa6,_gqa6,all,16,129024,128,16384,0,204,0,48,64,2
gqa6,_gqa6,all,16,138240,128,16384,0,204,0,48,64,2
gqa6,_gqa6,all,16,144384,128,8192,0,196,0,32,64,2
gqa6,_gqa6,all,1344,147456,128,16384,0,204,0,48,64,2
gqa6,_gqa6,all,16,159744,128,16384,0,204,0,48,64,2
gqa6,_gqa6,all,16,159744,128,8192,0,196,0,32,64,2
gqa6,_gqa6,all,16,18432,128,16384,0,204,0,48,64,2
gqa6,_gqa6,all,1328,196608,128,16384,0,204,0,48,64,2
gqa6,_gqa6,all,1296,196608,128,8192,0,196,0,32,64,2
gqa6,_gqa6,all,16,30720,128,16384,0,204,0,48,64,2
gqa6,_gqa6,all,1280,49152,256,32768,0,212,0,48,64,4
gqa6,_gqa6,all,16,82944,128,16384,0,204,0,48,64,2
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,80,1024,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,5080,1024,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,1884,2048,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,119634,2048,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,336,262144,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,21336,262144,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,2,37888,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,127,37888,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,82,512,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,0,5207,512,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,82,1024,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,5207,1024,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,1880,2048,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,119380,2048,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,2,20480,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,127,20480,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,332,262144,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,21082,262144,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,84,512,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,1,5334,512,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,162,1024,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,10287,1024,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,3764,2048,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,239014,2048,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,2,20480,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,127,20480,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,668,262144,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,42418,262144,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,2,37888,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,127,37888,512,32,0,48,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,166,512,512,32,0,40,0,32,64,8
triton_rmsnorm,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,all,10541,512,512,32,0,48,0,32,64,8
